date,open,high,low,close,volume
2021-08-27,324.5,337.7,322.7,337.3,8250
2021-08-30,331.5,334.0,328.8,328.8,6510
2021-08-31,351.7,352.1,348.1,348.6,13060
2021-09-01,353.7,360.8,353.7,359.8,10180
2021-09-02,348.3,351.3,346.0,347.3,8590
2021-09-03,356.0,360.8,355.3,360.4,6600
2021-09-07,343.7,347.3,342.7,344.9,11850
2021-09-08,332.6,332.6,324.5,327.3,7760
2021-09-09,315.2,315.9,310.6,312.8,18460
2021-09-10,319.3,319.3,310.6,311.7,10670
2021-09-13,316.3,319.9,315.6,318.6,4880
2021-09-14,326.8,327.3,317.7,320.2,10200
2021-09-15,325.1,329.1,323.3,328.8,9630
2021-09-16,311.7,312.8,308.0,311.6,8950
2021-09-17,311.9,312.0,304.1,305.2,3820
2021-09-20,281.7,288.2,276.2,282.9,18350
2021-09-21,287.9,287.9,282.1,284.0,4610
2021-09-22,291.8,298.7,289.5,292.7,6860
2021-09-23,310.1,315.4,309.3,313.8,8130
2021-09-24,301.4,301.8,296.6,297.5,5380
2021-09-27,299.7,304.6,299.6,302.5,3420
2021-09-28,285.1,285.1,278.8,280.9,14110
2021-09-29,275.9,276.9,270.0,270.6,10810
2021-09-30,281.9,284.0,276.1,276.5,6210
2021-10-01,271.8,275.5,266.5,275.1,5940
2021-10-04,270.7,270.7,258.4,263.5,8790
2021-10-05,256.1,261.2,254.3,258.5,21350
2021-10-06,235.1,242.2,232.6,242.0,43230
2021-10-07,252.3,256.4,250.7,254.1,20430
2021-10-08,251.4,251.4,247.1,248.7,11560
2021-10-11,250.5,253.6,247.4,247.6,7420
2021-10-12,237.6,238.7,233.8,234.9,22660
2021-10-13,246.5,251.6,244.1,251.3,16110
2021-10-14,259.9,263.0,258.3,262.4,24450
2021-10-15,267.4,272.8,267.4,271.6,19120
2021-10-18,262.8,266.0,261.4,264.4,10140
2021-10-19,273.7,279.7,272.8,278.2,11150
2021-10-20,276.3,276.3,273.5,273.6,8090
2021-10-21,270.2,270.5,267.5,270.1,6240
2021-10-22,272.0,274.9,268.3,270.4,5410
2021-10-25,280.6,283.4,279.4,282.1,6940
2021-10-26,291.3,291.9,286.7,287.6,9460
2021-10-27,278.3,281.1,276.5,277.2,5870
2021-10-28,276.8,279.0,274.7,277.4,6310
2021-10-29,260.0,262.4,256.0,262.3,17910
2021-11-01,262.7,264.8,261.5,264.4,7390
2021-11-02,272.2,273.5,270.3,270.9,9540
2021-11-03,256.3,262.4,252.0,261.6,24570
2021-11-04,261.6,262.0,257.2,262.0,13910
2021-11-05,260.4,261.8,258.5,261.1,11680
2021-11-08,260.8,262.7,259.4,262.5,9120
2021-11-09,262.9,263.8,255.9,257.9,6550
2021-11-10,252.0,253.3,241.8,244.1,17980
2021-11-11,251.5,255.3,251.5,252.1,14760
2021-11-12,259.3,263.4,258.5,263.0,14850
2021-11-15,269.2,269.5,262.8,263.6,8590
2021-11-16,263.6,264.8,261.4,262.6,17090
2021-11-17,256.6,256.7,251.0,252.4,7510
2021-11-18,249.7,249.7,243.8,248.3,9360
2021-11-19,250.6,252.0,248.8,250.0,6420
2021-11-22,268.6,271.0,264.6,264.9,44470
2021-11-23,260.2,261.8,256.7,259.1,21880
2021-11-24,256.9,257.8,254.3,256.9,5400
2021-11-26,231.0,231.1,220.2,224.8,22880
2021-11-29,231.3,231.3,225.0,229.8,19370
2021-11-30,220.0,225.3,215.3,223.8,19950
2021-12-01,242.5,249.4,236.8,237.4,26600
2021-12-02,250.6,256.2,249.6,252.4,15380
2021-12-03,253.9,254.9,245.4,249.7,16390
2021-12-06,255.7,259.4,253.3,259.1,10080
2021-12-07,267.4,273.0,267.4,271.4,11230
2021-12-08,269.5,275.0,267.8,274.1,6350
2021-12-09,271.3,271.5,268.7,268.8,3730
2021-12-10,268.8,270.5,267.4,269.0,3930
2021-12-13,264.4,264.4,256.9,258.7,4990
2021-12-14,255.0,258.2,252.0,255.0,5390
2021-12-15,254.6,265.4,252.1,264.2,5230
2021-12-16,263.7,267.2,258.4,260.1,4450
2021-12-17,262.9,265.4,261.8,262.6,8460
2021-12-20,248.2,250.4,245.6,248.6,5350
2021-12-21,250.3,254.9,247.9,253.6,4620
2021-12-22,251.7,259.7,251.7,259.7,6310
2021-12-23,259.1,263.0,258.4,262.4,23250
2021-12-27,262.4,266.6,261.5,266.1,8560
2021-12-28,267.3,268.8,263.3,263.7,13000
2021-12-29,264.0,266.1,262.9,264.5,4530
2021-12-30,258.2,260.2,256.6,257.0,7200
2021-12-31,256.5,259.5,251.9,252.5,2650
2022-01-03,256.7,256.7,251.7,253.5,10320
2022-01-04,253.4,255.0,251.7,252.3,6100
2022-01-05,248.2,248.2,237.0,237.3,7660
2022-01-06,235.2,237.6,231.2,232.1,9260
2022-01-07,241.4,249.5,239.8,249.2,7540
2022-01-10,239.6,239.6,232.0,237.9,10390
2022-01-11,246.4,256.2,245.0,254.9,6190
2022-01-12,265.0,271.2,265.0,270.0,12490
2022-01-13,267.0,267.0,256.7,257.4,11180
2022-01-14,245.7,249.4,243.2,246.3,10750
2022-01-18,232.1,232.1,223.6,224.8,13950
2022-01-19,235.1,235.1,230.3,231.3,5670
2022-01-20,236.1,241.2,227.0,227.9,8110
2022-01-21,225.8,227.8,219.7,220.3,6330
2022-01-24,205.4,207.6,189.6,207.6,36760
2022-01-25,194.4,200.8,192.4,198.1,9860
2022-01-26,201.9,202.1,188.2,190.8,27760
2022-01-27,179.9,181.7,174.7,176.0,29550
2022-01-28,182.2,185.6,179.9,185.6,11620
2022-01-31,191.5,200.0,191.5,199.5,11920
2022-02-01,202.0,204.3,195.8,203.7,11220
2022-02-02,206.8,209.0,203.6,208.5,23990
2022-02-03,195.3,197.6,194.2,195.5,16430
2022-02-04,198.1,203.6,196.5,201.9,33560
2022-02-07,198.2,206.6,196.4,203.6,12220
2022-02-08,198.3,205.8,198.2,205.3,7480
2022-02-09,212.3,216.6,211.8,216.1,8810
2022-02-10,207.0,217.6,207.0,209.3,15890
2022-02-11,211.8,215.3,202.1,203.6,9460
2022-02-14,199.3,200.0,194.3,197.3,9110
2022-02-15,199.5,202.2,198.4,201.8,14770
2022-02-16,204.5,211.4,204.1,208.9,7300
2022-02-17,211.0,211.1,203.8,204.7,6080
2022-02-18,205.5,206.3,201.3,202.8,9070
2022-02-22,200.9,204.5,197.6,200.9,15320
2022-02-23,204.1,204.1,192.6,193.4,6690
2022-02-24,169.2,185.1,167.3,184.4,30630
2022-02-25,187.6,199.9,187.4,199.4,14760
2022-02-28,189.0,198.7,187.8,198.1,8390
2022-03-01,196.7,199.0,186.9,190.1,5640
2022-03-02,188.2,192.2,185.6,190.2,5710
2022-03-03,197.9,197.9,191.2,193.9,5700
2022-03-04,180.3,180.9,174.5,178.5,10340
2022-03-07,170.1,170.1,155.0,155.0,16810
2022-03-08,157.9,163.6,155.7,158.8,14100
2022-03-09,167.1,178.9,165.4,178.0,9140
2022-03-10,166.0,166.0,159.4,162.5,7210
2022-03-11,165.1,165.1,154.7,155.1,7010
2022-03-14,158.2,159.0,151.9,152.8,5920
2022-03-15,152.5,157.6,150.8,157.1,5550
2022-03-16,166.9,178.2,166.8,178.0,17010
2022-03-17,177.5,183.7,177.5,183.0,7800
2022-03-18,177.7,186.7,177.5,185.7,7350
2022-03-21,176.7,177.9,173.4,175.0,6080
2022-03-22,180.1,183.0,180.0,183.0,4600
2022-03-23,180.1,181.6,178.1,178.1,3910
2022-03-24,178.7,181.3,176.6,180.8,3210
2022-03-25,177.5,178.3,172.6,175.2,15080
2022-03-28,178.3,179.6,175.4,179.5,3020
2022-03-29,188.8,192.1,188.0,192.1,8380
2022-03-30,186.6,188.6,183.2,184.6,5060
2022-03-31,185.9,187.0,182.3,182.3,1960
2022-04-01,183.2,183.4,178.7,180.9,10710
2022-04-04,185.9,188.4,184.2,187.8,6540
2022-04-05,186.0,186.0,178.1,179.3,4870
2022-04-06,178.1,178.1,171.5,172.8,5100
2022-04-07,169.5,171.0,166.7,169.2,6310
2022-04-08,167.2,167.9,164.2,164.7,2230
2022-04-11,164.6,164.7,160.0,160.6,2790
2022-04-12,165.7,165.9,161.1,161.5,2080
2022-04-13,168.5,173.9,168.5,173.6,4510
2022-04-14,167.5,167.7,162.7,163.1,6510
2022-04-18,162.3,165.0,161.3,163.1,2450
2022-04-19,162.9,165.7,160.2,165.5,4920
2022-04-20,167.7,168.9,165.6,168.3,2440
2022-04-21,168.5,168.9,158.8,159.7,3380
2022-04-22,158.8,158.9,153.3,153.5,7210
2022-04-25,147.0,151.0,145.5,150.5,5100
2022-04-26,146.7,146.7,137.6,138.0,6380
2022-04-27,138.0,140.1,136.5,138.2,4320
2022-04-28,143.0,147.0,140.0,145.6,4510
2022-04-29,151.0,154.4,146.7,147.0,5570
2022-05-02,147.2,148.9,143.9,148.8,2780
2022-05-03,150.1,151.1,148.3,150.3,1740
2022-05-04,149.3,158.6,146.6,157.7,7980
2022-05-05,150.9,150.9,136.0,141.8,9050
2022-05-06,139.9,143.2,138.6,143.2,14520
2022-05-09,135.0,135.0,129.3,129.7,9330
2022-05-10,134.3,134.3,128.5,130.7,5830
2022-05-11,131.4,135.0,126.6,127.1,4160
2022-05-12,122.7,125.1,118.4,121.5,4760
2022-05-13,134.0,137.4,133.1,137.0,9430
2022-05-16,132.3,134.0,131.3,132.5,7710
2022-05-17,141.6,143.6,140.4,143.3,3900
2022-05-18,139.2,139.3,128.2,129.0,4420
2022-05-19,131.0,137.4,131.0,136.3,2290
2022-05-20,142.5,142.9,135.1,139.9,4070
2022-05-23,144.9,148.0,144.0,146.4,6370
2022-05-24,138.2,140.5,135.5,139.8,2130
2022-05-25,136.0,140.3,135.4,139.2,4510
2022-05-26,138.6,143.5,138.3,142.8,4110
2022-05-27,147.6,150.0,147.6,149.5,4040
2022-05-31,155.8,157.0,152.0,153.3,5170
2022-06-01,156.5,156.5,148.0,149.8,5010
2022-06-02,150.5,156.2,149.5,155.9,2050
2022-06-03,150.3,150.3,144.8,145.5,3210
2022-06-06,150.8,152.5,144.0,144.3,3630
2022-06-07,138.1,142.0,137.8,141.6,4110
2022-06-08,140.6,141.8,138.2,139.0,3220
2022-06-09,138.2,139.0,130.7,131.1,5940
2022-06-10,125.0,125.0,120.5,121.1,8930
2022-06-13,109.8,111.3,103.2,104.5,11350
2022-06-14,108.0,108.2,105.5,108.0,3150
2022-06-15,105.1,110.9,102.3,108.1,24120
2022-06-16,100.2,100.3,96.3,99.0,10090
2022-06-17,100.1,101.9,98.7,101.2,8460
2022-06-21,99.7,101.4,99.3,100.6,30800
2022-06-22,91.0,93.1,89.9,91.7,87520
2022-06-23,88.5,89.2,86.5,88.8,59540
2022-06-24,93.8,99.4,93.7,98.8,57980
2022-06-27,100.2,100.8,98.5,99.1,25740
2022-06-28,101.0,101.8,96.8,97.0,16160
2022-06-29,94.0,94.3,91.7,92.3,11800
2022-06-30,88.9,93.6,87.3,92.7,11000
2022-07-01,86.9,88.6,85.0,88.6,18650
2022-07-05,83.7,86.9,82.7,86.8,35960
2022-07-06,84.1,85.5,82.7,84.8,19370
2022-07-07,88.8,91.5,88.8,90.6,24880
2022-07-08,90.2,93.2,89.8,92.6,17840
2022-07-11,86.4,86.4,83.3,84.8,12490
2022-07-12,84.4,86.3,83.8,84.6,9220
2022-07-13,83.3,87.3,82.8,86.3,10420
2022-07-14,81.0,82.1,77.4,81.7,18060
2022-07-15,83.7,85.7,82.2,85.6,10670
2022-07-18,90.3,90.9,86.9,87.5,18440
2022-07-19,91.3,94.2,91.3,93.9,15460
2022-07-20,91.3,93.0,90.5,91.8,27980
2022-07-21,94.4,96.5,93.1,96.4,22940
2022-07-22,94.4,94.5,91.4,92.5,19620
2022-07-25,95.1,95.7,93.4,93.8,6040
2022-07-26,95.0,95.9,93.2,93.5,8610
2022-07-27,95.3,99.8,94.4,99.2,7110
2022-07-28,99.6,102.9,98.4,102.3,7300
2022-07-29,99.7,102.6,97.5,102.4,11240
2022-08-01,98.7,102.1,97.1,99.1,7270
2022-08-02,96.8,99.7,95.6,96.8,10250
2022-08-03,100.0,102.3,99.0,101.8,6620
2022-08-04,102.0,103.7,101.4,103.4,4850
2022-08-05,102.9,104.7,102.4,103.2,5470
2022-08-08,105.0,106.9,104.1,104.6,6040
2022-08-09,105.1,105.1,103.0,103.2,4360
2022-08-10,105.6,107.4,104.8,107.2,5180
2022-08-11,109.7,111.3,105.7,106.1,8500
2022-08-12,108.1,110.4,107.3,110.3,4540
2022-08-15,107.3,108.9,106.7,107.0,6540
2022-08-16,106.9,108.3,106.6,107.3,6040
2022-08-17,102.5,103.8,100.8,102.3,11210
2022-08-18,101.0,101.0,98.7,99.6,16340
2022-08-19,95.7,95.7,92.7,93.6,13250
2022-08-22,90.0,90.0,87.8,88.4,8190
2022-08-23,88.2,91.2,87.8,89.2,4770
2022-08-24,88.9,91.8,88.6,90.9,5860
2022-08-25,93.8,96.3,93.4,96.3,11290
2022-08-26,97.6,97.6,88.2,88.4,13540
2022-08-29,85.5,86.3,84.3,85.5,10510
2022-08-30,88.1,88.3,83.9,85.2,8570
2022-08-31,90.5,90.6,88.2,88.3,10130
2022-09-01,83.3,83.3,80.6,82.6,13570
2022-09-02,83.4,83.4,78.7,79.4,15180
2022-09-06,77.2,77.2,74.7,75.1,10550
2022-09-07,72.0,76.6,72.0,76.3,37140
2022-09-08,73.2,74.0,71.7,73.8,24290
2022-09-09,76.3,78.7,76.3,78.6,29460
2022-09-12,80.0,81.9,79.7,80.4,27040
2022-09-13,76.2,77.6,72.5,72.7,22330
2022-09-14,74.4,75.8,73.3,74.8,8060
2022-09-15,72.1,72.8,70.2,70.4,13590
2022-09-16,70.4,72.8,70.1,72.2,9470
2022-09-19,70.0,72.0,69.6,71.9,9870
2022-09-20,69.7,69.7,68.0,68.8,8910
2022-09-21,69.1,70.8,66.4,66.8,23630
2022-09-22,65.8,65.8,63.8,64.3,11680
2022-09-23,59.9,59.9,56.2,57.6,38140
2022-09-26,55.3,55.9,53.3,54.1,24660
2022-09-27,55.2,55.5,52.0,53.0,22580
2022-09-28,50.1,53.9,49.8,53.6,59650
2022-09-29,50.7,51.0,48.5,49.9,35650
2022-09-30,49.1,49.5,46.8,47.0,46260
2022-10-03,47.9,50.5,47.5,50.1,31570
2022-10-04,54.3,57.0,54.3,56.9,49670
2022-10-05,53.9,55.4,52.0,54.4,47360
2022-10-06,56.3,57.2,55.2,55.6,20490
2022-10-07,54.8,55.3,52.2,52.5,12220
2022-10-10,51.8,51.9,49.9,50.3,7620
2022-10-11,50.5,51.9,49.4,50.2,23470
2022-10-12,51.6,52.1,51.1,51.7,8170
2022-10-13,46.3,52.3,45.6,51.9,53920
2022-10-14,53.4,53.4,49.8,50.1,21100
2022-10-17,53.8,55.1,53.8,54.8,19370
2022-10-18,57.2,57.2,53.6,55.1,42110
2022-10-19,52.6,53.8,51.9,52.8,11840
2022-10-20,53.4,55.3,52.5,52.7,15540
2022-10-21,52.1,55.4,51.7,55.2,15480
2022-10-24,52.6,53.8,51.9,53.4,11670
2022-10-25,54.1,56.5,54.1,56.1,11620
2022-10-26,56.8,60.4,56.8,59.2,31500
2022-10-27,59.7,61.4,58.9,59.1,19590
2022-10-28,57.8,60.4,57.7,60.0,12350
2022-10-31,59.1,60.2,58.9,59.9,9430
2022-11-01,64.2,64.6,62.3,63.2,14950
2022-11-02,63.4,65.3,59.6,59.6,25370
2022-11-03,59.4,61.3,59.0,60.7,15510
2022-11-04,65.8,67.3,64.4,67.3,30660
2022-11-07,70.6,71.0,68.7,70.1,41370
2022-11-08,74.5,76.2,73.2,74.8,40300
2022-11-09,77.1,77.9,74.2,74.4,35440
2022-11-10,81.4,84.8,80.4,84.7,52510
2022-11-11,92.0,94.8,91.2,94.5,44140
2022-11-14,89.1,91.3,88.0,89.3,23430
2022-11-15,95.2,95.3,90.3,92.7,25730
2022-11-16,88.4,88.4,84.3,84.5,27190
2022-11-17,77.2,80.6,77.2,80.2,42460
2022-11-18,83.1,83.1,80.5,81.9,29940
2022-11-21,75.6,75.9,74.3,75.3,33320
2022-11-22,75.2,77.0,75.2,77.0,14790
2022-11-23,77.3,81.3,77.3,81.3,20200
2022-11-25,81.1,81.2,80.2,80.9,13530
2022-11-28,78.5,79.7,76.5,76.5,13400
2022-11-29,81.5,83.0,81.5,82.7,18230
2022-11-30,87.8,93.4,85.5,92.6,33820
2022-12-01,92.5,92.5,89.1,90.7,19520
2022-12-02,83.8,87.5,83.6,86.5,36260
2022-12-05,84.6,84.6,80.6,80.6,21730
2022-12-06,79.0,79.0,76.2,76.5,10880
2022-12-07,76.8,78.3,76.1,77.6,11310
2022-12-08,78.5,79.2,77.9,78.8,14650
2022-12-09,80.8,82.4,80.2,80.4,12240
2022-12-12,79.8,81.3,79.5,81.3,11250
2022-12-13,86.0,86.1,82.7,84.2,32640
2022-12-14,83.7,84.8,80.2,83.2,12790
2022-12-15,75.9,76.1,72.1,72.4,35550
2022-12-16,74.9,76.2,74.7,75.4,24540
2022-12-19,77.2,78.0,76.0,76.7,38220
2022-12-20,78.2,79.7,78.2,79.4,11760
2022-12-21,77.8,79.3,77.1,79.2,9130
2022-12-22,79.3,79.3,75.7,77.4,14650
2022-12-23,76.5,77.6,75.6,77.6,10230
2022-12-27,80.0,80.8,79.5,80.1,15860
2022-12-28,78.7,79.3,75.5,75.9,11380
2022-12-29,76.1,78.0,75.7,77.7,15250
2022-12-30,77.4,78.4,73.8,75.0,15780
2023-01-03,73.0,74.2,70.1,70.8,36870
2023-01-04,77.8,79.5,76.2,78.9,26790
2023-01-05,75.9,77.0,75.7,76.5,7840
2023-01-06,83.4,88.5,81.9,88.4,40160
2023-01-09,94.9,97.0,93.5,93.9,62010
2023-01-10,92.2,94.8,91.9,94.8,17540
2023-01-11,93.8,95.5,92.9,95.5,21130
2023-01-12,96.2,98.6,93.2,97.6,26160
2023-01-13,96.4,100.0,96.4,99.7,21340
2023-01-17,99.2,99.2,97.8,98.8,16540
2023-01-18,100.7,100.8,94.4,94.5,22960
2023-01-19,97.6,98.5,96.2,98.0,12360
2023-01-20,100.5,103.2,99.3,103.2,24130
2023-01-23,104.5,107.7,103.8,106.3,28000
2023-01-24,103.1,106.2,102.9,105.2,15600
2023-01-25,103.9,106.0,102.6,106.0,17880
2023-01-26,111.2,112.0,109.7,112.0,19720
2023-01-27,111.8,114.8,111.6,114.1,32410
2023-01-30,107.9,108.4,106.0,106.3,36440
2023-01-31,101.0,103.7,100.7,103.4,36200
2023-02-01,107.6,113.1,105.6,112.4,26040
2023-02-02,113.0,113.0,109.4,111.9,44290
2023-02-03,105.4,107.6,102.2,103.1,37870
2023-02-06,94.4,96.2,93.0,94.1,47360
2023-02-07,96.6,99.9,95.3,99.4,27090
2023-02-08,101.7,102.3,99.4,100.0,19150
2023-02-09,103.5,103.9,98.3,99.0,18350
2023-02-10,98.6,99.0,96.9,97.9,15590
2023-02-13,95.6,98.3,94.9,98.3,18430
2023-02-14,97.7,100.2,95.8,98.3,21080
2023-02-15,88.9,89.9,87.7,89.8,61880
2023-02-16,91.0,94.3,90.8,92.5,38400
2023-02-17,89.3,90.1,87.4,90.1,18230
2023-02-21,88.7,89.4,86.0,86.5,19830
2023-02-22,85.0,85.5,83.2,84.1,27540
2023-02-23,88.9,89.5,86.0,88.1,25280
2023-02-24,80.5,81.0,78.6,80.0,33920
2023-02-27,80.4,81.2,79.7,80.3,19610
2023-02-28,80.0,80.8,79.0,79.0,12670
2023-03-01,84.3,85.4,82.9,83.8,19610
2023-03-02,80.5,82.7,80.2,82.7,13410
2023-03-03,84.7,87.8,84.1,87.6,17250
2023-03-06,89.4,89.6,87.8,88.2,29980
2023-03-07,86.4,86.4,80.7,80.9,21080
2023-03-08,80.7,81.9,79.9,81.5,39660
2023-03-09,79.1,79.7,75.0,75.5,45950
2023-03-10,77.3,79.2,75.2,75.8,20910
2023-03-13,78.5,81.2,77.9,79.8,25650
2023-03-14,76.7,77.8,75.8,77.4,61110
2023-03-15,72.2,73.8,71.2,73.1,48270
2023-03-16,74.8,80.0,74.6,79.8,45310
2023-03-17,78.3,79.0,76.8,77.0,31730
2023-03-20,77.5,78.9,77.4,78.9,19410
2023-03-21,79.4,79.7,77.8,79.7,40590
2023-03-22,81.0,86.2,80.8,81.1,41960
2023-03-23,85.7,88.3,83.6,85.3,46110
2023-03-24,79.5,82.0,78.7,81.9,46680
2023-03-27,80.7,81.2,79.8,81.2,17170
2023-03-28,82.4,83.2,82.2,82.9,17970
2023-03-29,83.7,83.9,81.9,82.9,25710
2023-03-30,85.5,85.9,84.8,85.5,21640
2023-03-31,87.3,88.2,86.4,87.7,25930
2023-04-03,83.7,86.4,83.4,86.4,24520
2023-04-04,84.9,85.7,84.1,85.1,54940
2023-04-05,86.8,87.3,84.7,85.3,28450
2023-04-06,81.6,82.9,80.4,82.7,35720
2023-04-10,85.9,87.6,85.5,87.5,22200
2023-04-11,90.7,91.4,90.4,90.9,36700
2023-04-12,94.0,94.0,91.0,91.5,38130
2023-04-13,97.4,99.6,97.4,99.4,47870
2023-04-14,97.1,98.3,94.7,96.3,44420
2023-04-17,94.2,94.3,92.7,93.8,43120
2023-04-18,94.7,95.3,93.7,94.2,22790
2023-04-19,91.0,92.0,90.7,91.6,14850
2023-04-20,91.6,93.0,90.5,91.0,15850
2023-04-21,88.8,88.8,86.5,88.0,19460
2023-04-24,85.8,86.8,85.4,86.2,20450
2023-04-25,81.5,81.5,79.1,79.1,35080
2023-04-26,80.6,81.4,79.7,80.1,22580
2023-04-27,80.6,83.8,80.6,83.2,18500
2023-04-28,82.3,84.0,82.1,84.0,21010
2023-05-01,82.8,84.6,81.9,82.2,8230
2023-05-02,83.5,83.9,82.4,82.8,10980
2023-05-03,83.0,84.0,81.3,81.5,11730
2023-05-04,83.5,83.7,82.6,83.3,13100
2023-05-05,84.7,87.9,84.5,87.7,17970
2023-05-08,87.4,87.5,86.9,87.3,9800
2023-05-09,85.2,85.3,84.5,84.9,8700
2023-05-10,86.0,86.0,83.5,85.3,14460
2023-05-11,80.9,81.0,79.1,80.8,30860
2023-05-12,79.5,79.5,77.2,77.7,27950
2023-05-15,79.5,81.5,79.3,81.5,19050
2023-05-16,79.8,80.2,78.6,78.8,13300
2023-05-17,82.0,83.5,81.4,83.4,26670
2023-05-18,83.4,85.3,82.9,85.3,14160
2023-05-19,88.3,88.9,87.5,88.7,20040
2023-05-22,92.2,93.5,92.2,93.1,18690
2023-05-23,91.8,92.4,89.6,89.8,16420
2023-05-24,90.9,91.4,89.5,89.5,16690
2023-05-25,89.2,89.2,87.8,88.5,9770
2023-05-26,89.8,92.9,89.6,92.8,19300
2023-05-30,95.8,95.8,93.7,94.3,15930
2023-05-31,91.1,91.4,89.0,91.1,19490
2023-06-01,91.6,95.6,91.6,95.6,11200
2023-06-02,100.2,102.1,100.2,101.3,17090
2023-06-05,100.7,101.9,100.3,101.6,10500
2023-06-06,101.6,104.9,101.1,103.7,9380
2023-06-07,101.9,102.5,99.3,99.7,13160
2023-06-08,100.7,103.8,100.7,103.6,14380
2023-06-09,107.6,109.7,107.6,108.5,22220
2023-06-12,106.9,108.4,105.7,108.4,19370
2023-06-13,112.0,113.1,110.8,112.5,23180
2023-06-14,108.8,110.8,107.0,109.5,21740
2023-06-15,106.2,110.1,106.2,110.1,20700
2023-06-16,109.4,109.4,106.6,107.3,12720
2023-06-20,101.8,102.6,100.2,100.7,32370
2023-06-21,96.6,98.7,96.2,97.7,28650
2023-06-22,96.3,98.0,96.3,97.6,8810
2023-06-23,92.7,92.7,91.3,91.9,17430
2023-06-26,94.6,95.1,94.1,94.5,14410
2023-06-27,96.2,97.5,95.9,97.2,10020
2023-06-28,90.6,91.9,90.3,91.7,33650
